AggGroup,scale_factor,FractionalChange_mean,FractionalChange_std,RatioChange_mean ,RatioChange_std,Production_scenario_mean ,Production_scenario_std  ,Production_base_mean ,Production_base_std
benthic_detritus,1.3,0.000275539,0.000965106,1.000275539,0.000965106,562.1583929,72.16854568,562.0125949,72.21826325
NO3,1.35,0,0,0,0,0,0,0,0
pelagic_NH4,1.35,-0.002876498,0.001867702,0.997123502,0.001867702,3282.016683,480.7744618,3291.276177,480.7234576
benthic_NH4,1.35,0.004425027,0.002973923,1.004425027,0.002973923,1982.158919,419.6856138,1973.755627,419.4168497
phytoplankton,1.35,0,0,1,0,6145.228686,1.42E-10,6145.228686,1.42E-10
microphytobethos,1.35,0,0,1,0,706.6794,1.26E-11,706.6794,1.26E-11
macroalgae_other,1.35,0,0,1,0,3492.89766,7.83E-11,3492.89766,7.83E-11
microbe,1.35,-0.000202894,0.000707863,0.999797106,0.000707863,1442.593219,586.3552672,1442.871025,586.4360943
micro_zooplankton,1.35,-0.00040021,0.000714202,0.99959979,0.000714202,1399.245586,803.7063802,1399.708761,803.840665
meso_zooplankton,1.35,-0.001050377,0.001341929,0.998949623,0.001341929,5141.081172,805.0317402,5145.935328,803.2003794
macro_zooplankton,1.35,-0.030041001,0.027855838,0.969958999,0.027855838,54.3561769,17.85678743,56.12382074,18.59171186
eupahusiids,1.35,-0.007024318,0.009645043,0.992975682,0.009645043,22.962492,14.08767674,23.0865655,14.09379831
gelatinous_zoop,1.35,-0.026873914,0.024810157,0.973126086,0.024810157,236.0098672,123.264437,241.7960124,123.9773978
large_jellyfish,1.35,0.305170916,0.034070772,1.305170916,0.034070772,202.5351595,88.15641596,154.5383302,66.01635227
gulf_menhaden,1.35,-0.025266206,0.022405452,0.974733794,0.022405452,692.1372926,361.0832397,706.4577296,361.1212632
forage_fish,1.35,-0.063799538,0.045161164,0.936200462,0.045161164,86.02925772,44.46238059,92.09096738,47.23935341
pelagic_fish_planktivore,1.35,-0.032947143,0.022635728,0.967052857,0.022635728,249.2179336,75.52684592,257.479067,77.47823715
demersal_fish_piscivore,1.35,-0.02249209,0.016928161,0.97750791,0.016928161,8.478377006,2.697892514,8.673111889,2.748601651
demersal_fish_benthivore,1.35,-0.031000681,0.022872074,0.968999319,0.022872074,141.6227658,38.39656201,146.2283101,39.73715399
pelagic_fish_apex_predator,1.35,-0.028873548,0.016316454,0.971126452,0.016316454,3.71055963,1.460078708,3.815147456,1.483397213
pelagic_fish_piscivore,1.35,-0.040459621,0.023884047,0.959540379,0.023884047,25.07098217,7.788582061,26.09034044,7.925384366
cepahlopods,1.35,-0.10366374,0.051012863,0.89633626,0.051012863,24.16538768,8.787742529,26.86065739,9.368870188
benthos_epifauna,1.35,-0.004977857,0.005469324,0.995022143,0.005469324,115.8948951,40.00307707,116.4295319,40.05264447
benthos_filter_feeders,1.35,-0.000921533,0.002171234,0.999078467,0.002171234,391.7625013,182.5327888,392.2103859,183.1136223
benthos_infauna,1.35,-0.001950699,0.003343877,0.998049301,0.003343877,105.6805642,47.06475574,105.9374784,47.59256127
seabirds,1.35,-0.036666575,0.024498537,0.963333425,0.024498537,0.063457511,0.03028993,0.065782148,0.031180238
turtle,1.35,0.000597025,0.08664284,1.000597025,0.08664284,0.007537371,0.004804837,0.007411844,0.004272574
odontocetes,1.35,-0.068064394,0.035776534,0.931935606,0.035776534,0.476857664,0.280786183,0.513426597,0.305648213
baleen_whales,1.35,-0.171467518,0.132202625,0.828532482,0.132202625,0.000122998,7.91E-05,0.000147937,8.85E-05
fish_eggs,1.35,-0.030419497,0.018262325,0.969580503,0.018262325,5.81596298,1.531383591,5.989398591,1.531216769
detritus_offal,1.35,-0.025818518,0.020944907,0.974181482,0.020944907,0.804929956,0.734672965,0.82187267,0.743135754
fisheries,1.35,-0.025818518,0.020944907,0.974181482,0.020944907,3.731314984,2.55508776,3.810652448,2.578020199
