AggGroup,scale_factor,FractionalChange_mean,FractionalChange_std,RatioChange_mean ,RatioChange_std,Production_scenario_mean ,Production_scenario_std  ,Production_base_mean ,Production_base_std
baleen_whales,1.25,-0.536730461,0.218882973,0.463269539,0.218882973,3.653175103,4.240276143,6.809770273,4.739024734
odontocetes,1.25,-0.557999875,0.187843923,0.442000125,0.187843923,0.754657668,0.862031055,1.46536547,1.075179782
pinnipeds,1.25,-0.531167811,0.176253838,0.468832189,0.176253838,2.455997105,2.412866611,4.660956052,2.89460934
detritus_offal,1.25,-0.536699579,0.186923607,0.463300421,0.186923607,2.396904174,2.73E+00,4.480703671,3.16E+00
fisheries,1.25,-0.536699579,0.186923607,0.463300421,0.186923607,3.66917667,4.18E+00,6.862650369,4.83E+00
pelagic_detritus,1.25,-2.05E-18,1.71E-16,1,1.78E-16,1511.293168,710.4968137,1511.293168,710.4968137
benthic_detritus,1.25,-2.37E-03,1.34E-03,0.997632627,1.34E-03,73.45162276,16.67013478,73.61645124,16.66907614
NO3,1.3,0.00E+00,0.00E+00,0,0.00E+00,0,0,0,0
pelagic_NH4,1.3,9.84E-03,3.99E-03,1.009837947,3.99E-03,5646.160768,195.2403339,5591.222526,194.1176579
benthic_NH4,1.3,-0.297674487,0.10895791,0.702325513,0.10895791,131.6478334,62.03442799,183.7575339,63.90994748
lg_phytoplankton,1.3,0,0,1,0,1560.383071,1.89E-11,1560.383071,1.89E-11
sm_phytoplankton,1.3,0,0,1,0,4957.843648,4.19E-11,4957.843648,4.19E-11
macroalgae_&_other,1.3,0,0,1,0,2.993160008,5.82E-14,2.993160008,5.82E-14
outside-production,1.3,0,0,1,0,4,0,4,0
micro-zooplankton,1.3,3.45E-19,7.18E-17,1,7.70E-17,4154.93176,1068.536424,4154.93176,1068.536424
meso-zooplankton,1.3,-0.0051762,0.004278548,0.9948238,0.004278548,2229.871647,592.5470584,2240.681626,592.642402
macro-zooplankton,1.3,-0.040508385,0.03627865,0.959491615,0.03627865,152.9905809,82.67884014,159.4863558,86.05661704
eupahusiids,1.3,-0.024004879,0.015252923,0.975995121,0.015252923,1387.316784,408.7001624,1418.337561,408.3683393
gelatinous_zoop,1.3,-0.03177503,0.037622092,0.96822497,0.037622092,118.9799711,62.30456104,123.1180372,64.98906173
large_jellyfish,1.3,0.198887201,0.052701239,1.198887201,0.052701239,882.2607305,2.34E+02,739.7158427,2.07E+02
cepahlopods,1.3,-0.593607648,0.217451415,0.406392352,0.217451415,11.26473056,13.17050458,23.42786881,15.10832468
forage_fish,1.3,-0.553955841,0.239797131,0.446044159,0.239797131,77.90513398,95.9844058,145.3853294,101.1151519
juvenile_fish,1.3,-0.505203604,0.218874741,0.494796396,0.218874741,16.45929327,16.31292586,30.04758481,19.27278628
pelagic_fish_planktivore,1.3,-0.687620629,0.270198969,0.312379371,0.270198969,3.79285112,8.063605124,9.02772232,9.628653528
pelagic_fish_piscivore,1.3,-0.521019184,0.187563787,0.478980816,0.187563787,3.486341098,3.008768294,6.597225997,3.575415129
apex_predator_fish,1.3,-0.588387733,0.180564275,0.411612267,0.180564275,0.183320334,0.205229956,0.386225123,0.258592249
demersal_fish_piscivore,1.3,-0.619977403,0.180061393,0.380022597,0.180061393,0.712643592,0.848826001,1.592809477,1.093026982
demersal_fish_benthivore,1.3,-0.584717779,0.17818278,0.415282221,0.17818278,10.19516276,10.68590052,21.28155873,12.34377451
benthos_infauna,1.3,-0.002597973,0.001512943,0.997402027,0.001512943,36.09405748,1.43E+01,36.18233629,1.43E+01
benthos_filter_feeders,1.3,-0.150688453,0.118004961,0.849311547,0.118004961,11.61910198,6.53E+00,13.58341774,7.05E+00
benthos_detritovores,1.3,-0.00860478,0.010674416,0.99139522,0.010674416,12.06345032,5.15E+00,12.1574371,5.16E+00
benthos_epifauna,1.3,-0.326668387,0.198950735,0.673331613,0.198950735,26.64053335,2.15E+01,39.50885962,2.54E+01
seabirds,1.3,-0.563018631,0.191391745,0.436981369,0.191391745,1.142451048,1.23214019,2.285047606,1.437794007
baleen_whales,1.3,-5.76E-01,2.18E-01,0.423797798,2.18E-01,3.365720963,4.099548364,6.809770273,4.739024734
odontocetes,1.3,-6.01E-01,1.87E-01,0.398802329,1.87E-01,0.685504669,0.818501847,1.46536547,1.075179782
pinnipeds,1.3,-0.572891911,0.176223631,0.427108089,0.176223631,2.246407435,2.303373796,4.660956052,2.89460934
detritus_offal,1.3,-0.577773759,0.186694343,0.422226241,0.186694343,2.192586146,2.626765568,4.480703671,3.163909612
fisheries,1.3,-0.577773759,0.186694343,0.422226241,0.186694343,3.356208971,4.020090316,6.862650369,4.827703833
pelagic_detritus,1.3,7.93E-19,1.77E-16,1,1.85E-16,1511.293168,710.4968137,1511.293168,710.4968137
benthic_detritus,1.3,-0.002597973,0.001512943,0.997402027,0.001512943,73.43545011,16.6697407,73.61645124,16.66907614
NO3,1.35,0,0,0,0,0,0,0,0
pelagic_NH4,1.35,0.010499073,0.004405013,1.010499073,0.004405013,5649.822441,194.6388585,5591.222526,194.1176579
benthic_NH4,1.35,-0.314191768,0.111854105,0.685808232,0.111854105,128.1898042,60.36251108,183.7575339,63.90994748
lg_phytoplankton,1.35,0,0,1,0,1560.383071,1.89E-11,1560.383071,1.89E-11
sm_phytoplankton,1.35,0,0,1,0,4957.843648,4.19E-11,4957.843648,4.19E-11
macroalgae_&_other,1.35,0,0,1,0,2.993160008,5.82E-14,2.993160008,5.82E-14
outside-production,1.35,0,0,1,0,4,0,4,0
micro-zooplankton,1.35,1.62E-19,7.45E-17,1,8.10E-17,4154.93176,1068.536424,4154.93176,1068.536424
meso-zooplankton,1.35,-0.0060389,0.004991639,0.9939611,0.004991639,2228.069983,592.541105,2240.681626,592.642402
macro-zooplankton,1.35,-0.046027164,0.042100237,0.953972836,0.042100237,152.066403,82.19722313,159.4863558,86.05661704
eupahusiids,1.35,-0.027988027,0.017777708,0.972011973,0.017777708,1382.167855,408.8056525,1418.337561,408.3683393
gelatinous_zoop,1.35,-0.037046651,0.043855084,0.962953349,0.043855084,118.2933244,61.90538737,123.1180372,64.98906173
large_jellyfish,1.35,0.217784498,0.063566001,1.217784498,0.063566001,894.9485345,234.8239581,739.7158427,206.7189082
cepahlopods,1.35,-0.62482324,0.21469046,0.37517676,0.21469046,10.45582647,1.27E+01,23.42786881,1.51E+01
forage_fish,1.35,-0.581637037,0.238646429,0.418362963,0.238646429,73.13630585,93.68430873,145.3853294,101.1151519
juvenile_fish,1.35,-0.534447745,0.219971449,0.465552255,0.219971449,15.47956847,15.80969524,30.04758481,19.27278628
pelagic_fish_planktivore,1.35,-0.716147374,0.262860603,0.283852626,0.262860603,3.480988248,7.809500205,9.02772232,9.628653528
pelagic_fish_piscivore,1.35,-0.552226796,0.18726204,0.447773204,0.18726204,3.261559396,2.90E+00,6.597225997,3.58E+00
apex_predator_fish,1.35,-0.620839691,0.17676015,0.379160309,0.17676015,0.168974928,1.96E-01,0.386225123,2.59E-01
demersal_fish_piscivore,1.35,-0.651987285,0.175736627,0.348012715,0.175736627,0.653827865,0.80892507,1.592809477,1.093026982
demersal_fish_benthivore,1.35,-6.14E-01,1.75E-01,0.38590942,1.75E-01,9.495169044,10.31960761,21.28155873,12.34377451
benthos_infauna,1.35,-2.78E-03,1.66E-03,0.997217555,1.66E-03,36.08768885,14.26539969,36.18233629,14.28859015
benthos_filter_feeders,1.35,-0.157726489,0.121593694,0.842273511,0.121593694,11.50615607,6.45E+00,13.58341774,7.05E+00
benthos_detritovores,1.35,-0.009136024,0.011232078,0.990863976,0.011232078,12.05766346,5.15E+00,12.1574371,5.16E+00
benthos_epifauna,1.35,-0.340350201,0.201921507,0.659649799,0.201921507,25.89639482,2.08E+01,39.50885962,2.54E+01
seabirds,1.35,-0.593460092,0.188739431,0.406539908,0.188739431,1.063992708,1.187551231,2.285047606,1.437794007
baleen_whales,1.35,-0.606002949,0.214602331,0.393997051,0.214602331,3.137829322,3.959356511,6.809770273,4.739024734
odontocetes,1.35,-0.634229151,0.182678126,0.365770849,0.182678126,0.629529728,0.776419309,1.46536547,1.075179782
pinnipeds,1.35,-0.604995261,0.17335035,0.395004739,0.17335035,2.077285453,2.197093763,4.660956052,2.89460934
detritus_offal,1.35,-0.609077514,0.183131226,0.390922486,0.183131226,2.028145411,2.520537526,4.480703671,3.163909612
fisheries,1.35,-0.609077514,0.183131226,0.390922486,0.183131226,3.104376732,3.859439726,6.862650369,4.827703833
